인허가관할기관,업소명,업종,업소주소
인천광역시 미추홀구,심야식탐 3호점,일반음식점,인천광역시 미추홀구 미추홀대로733번길 15(103호 주안동)
인천광역시 중구,심야식탐2호점,일반음식점,"인천광역시 중구 흰바위로 277(1층 1-101호 운남동, 운서역푸르지오더스카이)"
인천광역시 부평구,심야회담,일반음식점,인천광역시 부평구 충선로8번길 53(1층 일부 및 연접한 외부장소 부평동)
인천광역시 부평구,심양 서탑 냉면,일반음식점,인천광역시 부평구 시장로 85(1층 부평동)
인천광역시 부평구,심양불고기,일반음식점,"인천광역시 부평구 육동로 35(부평동, 1층)"
인천광역시 미추홀구,심정,일반음식점,인천광역시 미추홀구 인주대로 277(1층 우측호 주안동)
인천광역시 미추홀구,심청이수산,일반음식점,인천광역시 미추홀구 독배로432번길 4(1층 5호 용현동)
인천광역시 계양구,심카츠,일반음식점,"인천광역시 계양구 마장로544번길 10(판매시설동 C-102호 효성동, 제일풍경채 계양 위너스카이 1단지)"
인천광역시 미추홀구,심쿵덕쿵,일반음식점,인천광역시 미추홀구 경인남길30번길 43(지하1층 용현동)
인천광역시 미추홀구,십년 한우 실비집,일반음식점,인천광역시 미추홀구 석정로 386(주안동)
인천광역시 미추홀구,십년한우실비집(학익점),일반음식점,인천광역시 미추홀구 소성로 248(학익동)
인천광역시 옹진군,십리포 회,일반음식점,인천광역시 옹진군 영흥면 영흥북로 395(1층)
인천광역시 옹진군,십리포해변 칼국수회조개구이,일반음식점,인천광역시 옹진군 영흥면 영흥북로 389
인천광역시 중구,십리향,일반음식점,인천광역시 중구 차이나타운로 50-2(북성동2가)
인천광역시 중구,십리향(풍),일반음식점,인천광역시 중구 차이나타운로 52(1층 북성동2가)
인천광역시 남동구,십삼대,일반음식점,"인천광역시 남동구 인주대로623번길 32(1층 구월동, 유진오피스텔)"
인천광역시 서구,십원집,일반음식점,"인천광역시 서구 원당대로840번길 5(당하동, 장원프라자 111호)"
인천광역시 미추홀구,십일층 커피(11F COFFEE),일반음식점,인천광역시 미추홀구 학익소로 29(석목법조빌딩 1층 108A호 학익동)
인천광역시 중구,싱가폴항공 실버크리스라운지,일반음식점,"인천광역시 중구 공항로 272(인천공항 제1여객터미널 4층 6-30-08,6-30-09호 운서동)"
인천광역시 동구,싱글벙글식당,일반음식점,인천광역시 동구 샛골로157번길 5-1(송림동)
인천광역시 중구,싱싱 막회,일반음식점,인천광역시 중구 신포로27번길 41(중앙동3가)
인천광역시 동구,싱싱 송림 어시장,일반음식점,인천광역시 동구 송림로 113(송영빌딩 1층 110호 송림동)
인천광역시 부평구,싱싱(singsing),일반음식점,인천광역시 부평구 배곶남로21번길 4(1층 101호 일부호 십정동)
인천광역시 미추홀구,싱싱게장마을,일반음식점,인천광역시 미추홀구 용정공원로83번길 43(e편한세상 시티 인하대역 2층 203호 용현동)
인천광역시 연수구,싱싱꼬기,일반음식점,인천광역시 연수구 학나래로 97(102호 선학동)
인천광역시 부평구,싱싱동암어시장,일반음식점,인천광역시 부평구 열우물로 21(승선빌딩 1층 일부호 십정동)
인천광역시 서구,싱싱막회,일반음식점,"인천광역시 서구 길주로 79(103,104,105,111호 석남동, 성한캣슬)"
인천광역시 계양구,싱싱물회,일반음식점,인천광역시 계양구 둥그재산길 2(1층 101호 동양동)
인천광역시 서구,싱싱바다회,일반음식점,인천광역시 서구 봉수대로1440번안길 3-3(1층 왕길동)
인천광역시 남동구,싱싱바다횟집,일반음식점,인천광역시 남동구 석정로 524(MS's plaza 1층 일부호 간석동)
인천광역시 남동구,싱싱어장관리,일반음식점,인천광역시 남동구 백범로180번길 123(1층 만수동)
인천광역시 계양구,싱싱작전어시장,일반음식점,인천광역시 계양구 계양대로 83(1층 작전동)
인천광역시 부평구,싱싱정육식당,일반음식점,인천광역시 부평구 동수로 178(부개동)
인천광역시 부평구,싱싱종합어시장,일반음식점,"인천광역시 부평구 동수로 7(부평동, 로뎀레뷰 1층 101호 일부, 102호)"
인천광역시 중구,싱싱종합어시장,일반음식점,"인천광역시 중구 자연대로 47(1층 120,121호 중산동)"
인천광역시 중구,싱싱종합어시장 운서점,일반음식점,"인천광역시 중구 영종대로196번길 19(지엘플렉스1 1층 123,124호 운서동)"
인천광역시 미추홀구,싱싱포차,일반음식점,인천광역시 미추홀구 석정로376번길 2(1층 주안동)
인천광역시 연수구,싱싱한게야,일반음식점,"인천광역시 연수구 능허대로267번길 11(동춘동, 2층)"
인천광역시 부평구,싱싱회,일반음식점,인천광역시 부평구 원길로 12(1층 청천동)
인천광역시 남동구,싱싱회센타,일반음식점,인천광역시 남동구 논현남로18번길 6(1층 논현동)
인천광역시 남동구,싱싱회예찬,일반음식점,인천광역시 남동구 문화서로4번길 5-3(1층 구월동)
인천광역시 부평구,싱싱회종합어시장,일반음식점,인천광역시 부평구 부평대로104번길 1(1층 부평동)
인천광역시 연수구,싱싱회종합어시장,일반음식점,"인천광역시 연수구 샘말로44번길 14(연수동,지상1층)"
인천광역시 계양구,싱싱회천국,일반음식점,인천광역시 계양구 계산로98번길 1(계산동)
인천광역시 서구,싱싱회포차,일반음식점,"인천광역시 서구 중봉대로586번길 9-23(연희동, 지하4,5호)"
인천광역시 미추홀구,싸다구초밥,일반음식점,인천광역시 미추홀구 숙골로24번길 30(1층 좌측호 도화동)
인천광역시 부평구,싸다김밥 부평역점,일반음식점,인천광역시 부평구 시장로 16(1층 부평동)
인천광역시 부평구,싸다김밥 인천동암역점,일반음식점,인천광역시 부평구 동암광장로 18(1층 일부호 십정동)
인천광역시 미추홀구,싸다김밥 주안점,일반음식점,인천광역시 미추홀구 주안로 102-1(주안동)
인천광역시 남동구,싸다아구찜탕남동구점,일반음식점,인천광역시 남동구 복개동로34번길 1(공원빌딩 1층 일부호 만수동)
인천광역시 남동구,싸리골,일반음식점,"인천광역시 남동구 문화로133번길 42(구월동, 1층)"
인천광역시 남동구,싸리골 우렁쌈밥,일반음식점,인천광역시 남동구 문화로145번길 7(인화빌딩 1층 일부101호 구월동)
인천광역시 미추홀구,싸미랑,일반음식점,"인천광역시 미추홀구 숙골로95번길 9(미추홀 프라자 2층 201,202호 도화동)"
인천광역시 서구,싸미랑 청라점,일반음식점,인천광역시 서구 담지로104번길 15-1(1층 청라동)
인천광역시 남동구,싸미랑(구월점),일반음식점,인천광역시 남동구 예술로 198(CGV 홈플러스 2층 209호 구월동)
인천광역시 중구,싸움의고수 영종도점,일반음식점,인천광역시 중구 화랑목로 46-7(백운팰리스 104호 운서동)
인천광역시 미추홀구,싸이드,일반음식점,인천광역시 미추홀구 소성로 171(대흥평창로시스빌딩 지하1층 대A-지104호 학익동)
인천광역시 중구,싸이프러스3,일반음식점,인천광역시 중구 제물량로130번길 18(2층 답동)
인천광역시 서구,싸인,일반음식점,"인천광역시 서구 가정로 283(석남동,1층 9호)"
인천광역시 중구,싸인맛집,일반음식점,인천광역시 중구 연안부두로55번길 4-1(지하1층 항동7가)
인천광역시 미추홀구,싹싹김치찜,일반음식점,인천광역시 미추홀구 주안서로 7(1층 주안동)
인천광역시 미추홀구,싼전수전,일반음식점,인천광역시 미추홀구 경원대로852번길 15(1층 제43호 주안동)
인천광역시 미추홀구,싼타나,일반음식점,인천광역시 미추홀구 경인남길30번길 61-3(지하1층 용현동)
인천광역시 미추홀구,싼타나,일반음식점,"인천광역시 미추홀구 소성로 248(학익동,3층)"
인천광역시 부평구,싼타치킨,일반음식점,인천광역시 부평구 삼산동 77-1
인천광역시 연수구,싼타페,일반음식점,인천광역시 연수구 청량로 68(지하1층 동춘동)
인천광역시 서구,쌀국수공방 청라본점,일반음식점,인천광역시 서구 청라커낼로319번길 14(1층 일부호 청라동)
인천광역시 미추홀구,쌀국수브런치카페잇다,일반음식점,인천광역시 미추홀구 소성로 178(학익동)
인천광역시 남동구,쌀붕어빵아저씨네,일반음식점,인천광역시 남동구 만수로 90(1층 102호 만수동)
인천광역시 미추홀구,쌀통닭 주안점,일반음식점,인천광역시 미추홀구 주안중로 24(주안동)
인천광역시 남동구,쌀통닭(논현고잔점),일반음식점,인천광역시 남동구 소래역남로16번길 75(에코메트로3차 더타워상가 1층 113호 논현동)
인천광역시 남동구,쌈겹살,일반음식점,인천광역시 남동구 소래로669번길 38(1층 6호 만수동)
인천광역시 연수구,쌈도둑 대패 4900,일반음식점,"인천광역시 연수구 아트센터대로168번길 101(송도랜드마크푸르지오시티 147호,148호 송도동)"
인천광역시 부평구,쌈돈,일반음식점,인천광역시 부평구 동수천로 88(부개동)
인천광역시 강화군,쌈밥이네,일반음식점,인천광역시 강화군 화도면 해안남로 2764(1~2층)
인천광역시 남동구,쌈밥촌,일반음식점,"인천광역시 남동구 예술로 198(구월동,C&C 236호)"
인천광역시 서구,쌈빠닭강정,일반음식점,인천광역시 서구 승학로 574(현우프라자 1층 일부호 검암동)
인천광역시 서구,쌈빠닭강정,일반음식점,인천광역시 서구 검단로 483-1(마전동)
인천광역시 남동구,쌈빠닭강정,일반음식점,인천광역시 남동구 호구포로790번길 24(1층 4호 구월동)
인천광역시 계양구,쌈빡한 닭,일반음식점,인천광역시 계양구 임학동로9번길 1(1층 일부호 임학동)
인천광역시 남동구,쌈빡한포차에,일반음식점,인천광역시 남동구 구월말로 67(1층 일부호 만수동)
인천광역시 연수구,쌈사이,일반음식점,인천광역시 연수구 청능대로 93(이리옴프라자 지상3층 302호 청학동)
인천광역시 연수구,쌈싸먹는 전집&LA갈비찜닭,일반음식점,인천광역시 연수구 학나래로 83-2(지상1층 일부호 선학동)
인천광역시 연수구,쌈앤장,일반음식점,"인천광역시 연수구 송도과학로27번길 55(송도동, 롯데캐슬캠퍼스타운 D-201호)"
인천광역시 서구,쌉니다(구)미소마트 청라점,일반음식점,"인천광역시 서구 청라커낼로233번길 8(경서동, 1층 전부)"
인천광역시 미추홀구,쌍둥이,일반음식점,인천광역시 미추홀구 경인로 23(숭의동)
인천광역시 서구,쌍둥이네,일반음식점,"인천광역시 서구 신진말로 26(가좌동,진주프라자 110호)"
인천광역시 부평구,쌍둥이네,일반음식점,인천광역시 부평구 영성중로15번길 44(삼산동)
인천광역시 남동구,쌍둥이네,일반음식점,"인천광역시 남동구 만의골로 203(장수동,1층전부)"
인천광역시 연수구,쌍둥이네,일반음식점,인천광역시 연수구 비류대로256번길 8-1(1층 일부101호 청학동)
인천광역시 연수구,쌍둥이네 곱창,일반음식점,인천광역시 연수구 학나래로46번길 15(정인빌딩 지상1층 일부호 선학동)
인천광역시 연수구,쌍둥이네 해물식당,일반음식점,인천광역시 연수구 솔밭로70번길 7(1층 동춘동)
인천광역시 남동구,쌍둥이네양념,일반음식점,"인천광역시 남동구 소래역로 12(2층 233, 234, 235, 236호 논현동, 소래어시장)"
인천광역시 연수구,쌍둥이네우거지동태탕,일반음식점,"인천광역시 연수구 청명로17번길 19(청학동,지상1층)"
인천광역시 강화군,쌍둥이네한식뷔페,일반음식점,인천광역시 강화군 길상면 강화동로 25(1층)
인천광역시 미추홀구,쌍둥이식당,일반음식점,"인천광역시 미추홀구 한나루로586번길 60(도화동,1층)"
인천광역시 서구,쌍룡각 짬뽕 잘하는 집 루원시티점,일반음식점,"인천광역시 서구 가정로 437(302동 123호 가정동, 루원시티 SK Leaders' VIEW)"
인천광역시 서구,쌍마,일반음식점,인천광역시 서구 고래울로 36-1(1층 일부 가좌동)
인천광역시 연수구,쌍팔반점 송도센트럴시티점,일반음식점,"인천광역시 연수구 송도국제대로 261(231동 120호 송도동, 송도 더샵 센트럴시티)"
인천광역시 연수구,쌍팔반점 어반스커트 이마트연수점,일반음식점,인천광역시 연수구 경원대로 184(이마트 지상2층 일부호 동춘동)
인천광역시 서구,쌍팔통닭 인천신현점,일반음식점,"인천광역시 서구 가정로 337(신현동,외1필지  102호)"
인천광역시 미추홀구,쌍항아리,일반음식점,인천광역시 미추홀구 석바위로 40-1(주안동)
인천광역시 부평구,쌥쌥이싼 태국식당,일반음식점,"인천광역시 부평구 광장로 16(93호 부평동, 부평민자역사 지하1층)"
인천광역시 계양구,쌩굴쌩굴,일반음식점,인천광역시 계양구 효서로 220(2층 작전동)
인천광역시 남동구,쌩라면 소래점,일반음식점,인천광역시 남동구 소래역로 28(조은프라자 1층 101호 논현동)
인천광역시 계양구,쌩쌩펍(PUB),일반음식점,인천광역시 계양구 경명대로 1015(창선2빌딩 1층 일부호 계산동)
인천광역시 계양구,쌩앤통,일반음식점,"인천광역시 계양구 계산새로87번길 5(용종동,외1필지 레드몰 1차 101호오조산 1길)"
인천광역시 남동구,써니,일반음식점,인천광역시 남동구 장수로 20(1층 일부호 장수동)
인천광역시 미추홀구,써니,일반음식점,"인천광역시 미추홀구 인하로 241(주안동,2층)"
인천광역시 계양구,써니,일반음식점,"인천광역시 계양구 황어로 123(1층 102호 장기동, 완풍빌딩)"
인천광역시 서구,써니,일반음식점,"인천광역시 서구 건지로 411(범양아파트 상가동 1층 17호 가좌동, 81-59외4필지 범양아파트 상가동 1층17호)"
인천광역시 서구,써니21,일반음식점,인천광역시 서구 원창로229번길 31(1층 일부호 가정동)
인천광역시 연수구,써니7080,일반음식점,"인천광역시 연수구 먼우금로188번길 17(연수동, 지상2층)"
인천광역시 남동구,써니7080라이브,일반음식점,"인천광역시 남동구 구월로 307(만수동,구월로 307 4층일부)"
인천광역시 부평구,써니네 고깃집,일반음식점,인천광역시 부평구 원길로6번길 1(2층 청천동)
인천광역시 서구,써니네집,일반음식점,"인천광역시 서구 크리스탈로 84(경서동, 레이크가든 301호 일부)"
인천광역시 남동구,써니비어,일반음식점,"인천광역시 남동구 석산로197번길 14(1층 104호 간석동, 로즈힐아파트)"
인천광역시 중구,써니세이지(sunnysage),일반음식점,인천광역시 중구 동화마을안길 29-1(1층 송월동3가)
인천광역시 옹진군,써니실내포차,일반음식점,인천광역시 옹진군 백령면 당후길 12(2층)
인천광역시 남동구,써니카페,일반음식점,인천광역시 남동구 호구포로535번길 30(1층 103호 남촌동)
인천광역시 남동구,써니커피,일반음식점,인천광역시 남동구 복개동로 58(지하1층 일부호 만수동)
인천광역시 미추홀구,써니포차,일반음식점,인천광역시 미추홀구 석바위로 129(1층 주안동)
인천광역시 옹진군,써니하우스,일반음식점,인천광역시 옹진군 자월면 자월서로200번길 1
인천광역시 연수구,써머그린(Summer Green),일반음식점,인천광역시 연수구 테크노파크로111번길 5(스타빌딩 주1동 1층 일부101호 송도동)
인천광역시 부평구,써머썬셋,일반음식점,인천광역시 부평구 부평대로 50(2층층 부평동)
인천광역시 미추홀구,써브웨이 인천도화점,일반음식점,"인천광역시 미추홀구 숙골로88번길 12(110동 1-10호,1-11호 도화동, 더샵 인천스카이타워 1단지)"
인천광역시 중구,써브웨이 인천신포점,일반음식점,인천광역시 중구 우현로35번길 26(1층 신포동)
인천광역시 서구,써브웨이(SUBWAY)인천가정중앙점,일반음식점,인천광역시 서구 가정로 388(1층 일부호 가정동)
인천광역시 연수구,써브웨이(subway) 송도센트럴파크점,일반음식점,"인천광역시 연수구 센트럴로 194(A동 지상1층 108호 송도동, 센트럴파크2)"
인천광역시 연수구,써브웨이(subway) 인천송도8공구점,일반음식점,"인천광역시 연수구 랜드마크로 20(111동 지상1층 155호,156호 송도동, 호반 써밋 송도)"
인천광역시 연수구,써스티몽크,일반음식점,"인천광역시 연수구 테크노파크로 151(지상1층 송도동, 송도파크호텔)"
인천광역시 미추홀구,써클비어,일반음식점,인천광역시 미추홀구 낙섬서로 36(1층 용현동)
인천광역시 부평구,썬,일반음식점,인천광역시 부평구 서달로298번길 3(청천동)
인천광역시 서구,썬,일반음식점,인천광역시 서구 석남로 79(석남동)
인천광역시 연수구,썬 라이즈,일반음식점,인천광역시 연수구 청량로46번길 7(지하1층 동춘동)
인천광역시 서구,썬 포차,일반음식점,인천광역시 서구 완정로156번길 18(마전동)
인천광역시 연수구,썬 호프,일반음식점,"인천광역시 연수구 새말로35번길 5(연수동, 지상1층)"
인천광역시 연수구,썬더 치킨,일반음식점,"인천광역시 연수구 학나래로118번길 47(선학동,지상1층)"
인천광역시 남동구,썬더치킨 만수역점,일반음식점,인천광역시 남동구 하촌로 53(1층 만수동)
인천광역시 미추홀구,썬더치킨 인하대점,일반음식점,인천광역시 미추홀구 경인남길30번길 79(용현동)
인천광역시 미추홀구,썬더치킨 인하대점 2,일반음식점,"인천광역시 미추홀구 경인남길30번길 79(용현동, 2층)"
인천광역시 미추홀구,썬더치킨 주안남부역점,일반음식점,인천광역시 미추홀구 석바위로53번길 17(넥슨빌딩 1층 일부호 주안동)
인천광역시 서구,썬더치킨(가좌점),일반음식점,인천광역시 서구 신진말로14번길 19(삼영주택상가2호 1층 가좌동)
인천광역시 미추홀구,썬더치킨(주안점),일반음식점,인천광역시 미추홀구 석바위로 148(주안동)
인천광역시 연수구,썬라이즈(SUNRISE),일반음식점,인천광역시 연수구 함박로4번길 56(1층 일부호 연수동)
인천광역시 서구,썬샤인,일반음식점,인천광역시 서구 석남로 97(석남동)
인천광역시 남동구,썬앤문,일반음식점,"인천광역시 남동구 인주대로591번길 74(1층 102호 구월동, 메종야베스)"
인천광역시 계양구,썬이네 김밥김치,일반음식점,인천광역시 계양구 마장로544번길 10(제일풍경채 계양위너스카이 1단지 판매시설동 1층 A2-110호 효성동)
인천광역시 중구,썬이네 밥상,일반음식점,인천광역시 중구 운중로21번길 5(1층 104호 운남동)
인천광역시 미추홀구,썬커피호프,일반음식점,인천광역시 미추홀구 토금북로 47(지하1층 용현동)
인천광역시 부평구,썬커피호프,일반음식점,인천광역시 부평구 마장로 88(지하1층 일부호 산곡동)
인천광역시 미추홀구,썬커피호프,일반음식점,인천광역시 미추홀구 주안로213번길 10(주안동)
인천광역시 서구,썬파닭 두마리치킨 검단점,일반음식점,인천광역시 서구 청마로167번안길 17(선혜프라자 112호 당하동)
인천광역시 부평구,썬호프,일반음식점,인천광역시 부평구 동암남로 31(지하1층 일부호 십정동)
인천광역시 서구,썬호프,일반음식점,인천광역시 서구 신현로 29-1(1층 신현동)
인천광역시 계양구,썸,일반음식점,인천광역시 계양구 계산새로 4(2층 계산동)
인천광역시 연수구,썸,일반음식점,"인천광역시 연수구 샘말로62번길 10(연수동,지하1층맛가람길7)"
인천광역시 옹진군,썸&배터지는생동까스,일반음식점,인천광역시 옹진군 백령면 백령로 816
인천광역시 남동구,썸라이브,일반음식점,"인천광역시 남동구 구월로 364(만수동, 지하1층일부)"
인천광역시 남동구,썸머커피본점,일반음식점,인천광역시 남동구 구월로 360(아진빌딩 1층 일부호 만수동)
인천광역시 부평구,썸타는비어포차,일반음식점,인천광역시 부평구 길주남로 126(1층 부개동)
인천광역시 서구,쎄라비,일반음식점,인천광역시 서구 청라커낼로260번길 27(청라한신더휴커낼웨이 1층 121호 청라동)
인천광역시 부평구,쎄르베사,일반음식점,인천광역시 부평구 마장로252번길 19(1층 산곡동)
인천광역시 연수구,쎄미양념통닭,일반음식점,"인천광역시 연수구 함박안로62번길 78(연수동,1동지상1층)"
인천광역시 남동구,쎄미치킨,일반음식점,인천광역시 남동구 구월로 75(간석동)
인천광역시 부평구,쎄븐나잇,일반음식점,인천광역시 부평구 동수로 175(부개동)
인천광역시 남동구,쎄시봉,일반음식점,인천광역시 남동구 만수로 55(지하1층 만수동)
인천광역시 연수구,쎄시봉,일반음식점,"인천광역시 연수구 신송로125번길 13(지상4층 406호 송도동, 아크리아1)"
인천광역시 남동구,쎄시봉,일반음식점,"인천광역시 남동구 문화로89번길 35(구월동,문화로 89번길 35 2층전부)"
인천광역시 부평구,쎄시봉,일반음식점,인천광역시 부평구 청안로 8(청천동)
인천광역시 연수구,쎄시봉,일반음식점,인천광역시 연수구 샘말로62번길 6(지하1층 연수동)
인천광역시 서구,쎄시봉라이브,일반음식점,인천광역시 서구 승학로236번길 28(심곡동)
인천광역시 중구,쎄쎄,일반음식점,인천광역시 중구 모랫말로16번길 13-5(1층 운서동)
인천광역시 연수구,쎄쎄쎄 송도점,일반음식점,인천광역시 연수구 컨벤시아대로 165(포스코타워-송도 33층 송도동)
인천광역시 연수구,쎄콩데 라이브 송도,일반음식점,"인천광역시 연수구 컨벤시아대로130번길 12(1동 101호,102호 송도동, 대경스위트리아 송도)"
인천광역시 남동구,쏘곱,일반음식점,인천광역시 남동구 선수촌공원로55번길 6(1층 일부호 구월동)
인천광역시 미추홀구,쏘맥카세,일반음식점,인천광역시 미추홀구 경인로 186(1층 우측호 도화동)
인천광역시 미추홀구,쏘시구이,일반음식점,인천광역시 미추홀구 구월로8번길 4(주안동)
인천광역시 부평구,쏘시지요,일반음식점,인천광역시 부평구 경원대로1403번길 21(부평동)
인천광역시 서구,쏘시지요 왕길점,일반음식점,인천광역시 서구 단봉로 99-5(105호 오류동)
인천광역시 중구,쏘시지요 운서점,일반음식점,"인천광역시 중구 영종대로 120(두손에어파스텔 1층 103,104호 운서동)"
인천광역시 서구,쏘시지요 청라수변점,일반음식점,"인천광역시 서구 중봉대로586번길 9-11(B20호 연희동, 청라매그놀리아)"
인천광역시 계양구,쏘시지요(임학점),일반음식점,인천광역시 계양구 계양산로 168(1층 임학동)
인천광역시 미추홀구,쏘울푸드,일반음식점,인천광역시 미추홀구 매소홀로418번길 17(1층 108호 학익동)
인천광역시 연수구,쏙닭쏙닭,일반음식점,"인천광역시 연수구 청능대로 124(동춘동, 동아금호상가 106호)"
인천광역시 서구,쏙닭쏙닭강정이야기,일반음식점,"인천광역시 서구 새오개로 82(신현동, 178-5)"
인천광역시 중구,쏠마레 일피노,일반음식점,"인천광역시 중구 영종대로566번길 15(1,2,3층 운남동)"
인천광역시 남동구,쏭's 메밀만두,일반음식점,인천광역시 남동구 남동서로236번길 30(논현2차푸르지오시티 2층 220호 논현동)
인천광역시 연수구,쏭뮤직,일반음식점,인천광역시 연수구 앵고개로101번길 12-21(지상1층 동춘동)
인천광역시 연수구,쏭앤도우(SSong AND Dough),일반음식점,"인천광역시 연수구 컨벤시아대로 100(601동 지상1층 137호 송도동, 현대힐스테이트)"
인천광역시 서구,쏭치킨,일반음식점,인천광역시 서구 승학로 587(로얄프라자 114호 검암동)
인천광역시 중구,쑈워이오리목,일반음식점,인천광역시 중구 신포로 21-1(2층 중앙동4가)
인천광역시 부평구,쑤니맘푸드,일반음식점,인천광역시 부평구 길주로602번길 21(1층 일부호 부평동)
인천광역시 미추홀구,쑥골 국수집,일반음식점,인천광역시 미추홀구 주안로 5(도화동)
인천광역시 부평구,쑥쑥이포차,일반음식점,"인천광역시 부평구 충선로209번길 13(105호 삼산동, SM프라자)"
인천광역시 미추홀구,쑥이네 포차,일반음식점,인천광역시 미추홀구 인하로 155(용현동)
인천광역시 미추홀구,쓰리GO(쓰리고),일반음식점,"인천광역시 미추홀구 주안로 112(주안동,대동빌딩2층)"
인천광역시 동구,쓰리랑 퓨전포차,일반음식점,인천광역시 동구 금곡로 80(1층 송림동)
인천광역시 부평구,쓰리비플러스,일반음식점,인천광역시 부평구 충선로149번길 2(1층 일부호 부개동)
인천광역시 서구,쓰리에스백숙,일반음식점,인천광역시 서구 경서로25번길 6(1층 일부 경서동)
인천광역시 서구,쓰리포차,일반음식점,"인천광역시 서구 바리미로5번길 12(다승프라자Ⅱ 105,106,107호 원당동)"
인천광역시 서구,쓰시앤모밀,일반음식점,인천광역시 서구 신석로 82(석남동)
인천광역시 남동구,씨(C),일반음식점,"인천광역시 남동구 문화로89번길 43(구월동, 2층전부)"
인천광역시 중구,씨네마맥주 영종도하늘도시점,일반음식점,인천광역시 중구 하늘별빛로65번길 21(1층 108호 중산동)
인천광역시 서구,씨네큐청라점,일반음식점,인천광역시 서구 중봉대로 610(8층 일부호 청라동)
인천광역시 연수구,씨마,일반음식점,"인천광역시 연수구 샘말로 12(연수동,지하1층)"
인천광역시 중구,씨메르 주방,일반음식점,인천광역시 중구 영종해안남로321번길 186(파라다이스시티씨메르 B1층 운서동)
인천광역시 서구,씨밀락,일반음식점,"인천광역시 서구 봉오대로 270(302동 B251호 가정동, 루원시티2차 SK Leaders' VIEW)"
인천광역시 부평구,씨밀락분식,일반음식점,인천광역시 부평구 육동로 10(부평동)
인천광역시 중구,씨싸이드 경양식,일반음식점,인천광역시 중구 우현로39번길 9-1(2층 신포동)
인천광역시 중구,씨씨알,일반음식점,인천광역시 중구 신포로23번길 9(중앙동4가)
인천광역시 미추홀구,씨씨알(CCR),일반음식점,인천광역시 미추홀구 토금남로 32(1층 용현동)
인천광역시 계양구,씨씨존,일반음식점,인천광역시 계양구 봉오대로691번길 22-1(작전동)
인천광역시 계양구,씨에스씨(CSC)숯불바베큐,일반음식점,"인천광역시 계양구 봉오대로477번길 19(효성동,태산@상가205호)"
인천광역시 계양구,씨에스씨(CSC)숯불바베큐,일반음식점,인천광역시 계양구 효서로 381(1층 101호 작전동)
인천광역시 남동구,씨에스푸드,일반음식점,인천광역시 남동구 선수촌공원로17번길 2(더에이치빌딩상업13-3 1층 102호 구월동)
인천광역시 서구,씨에이치(ch)푸드,일반음식점,인천광역시 서구 건지로284번길 25(1층 일부호 가좌동)
인천광역시 부평구,씨에프불바베큐,일반음식점,인천광역시 부평구 주부토로 206(갈산동)
인천광역시 중구,씨엔비치하우스,일반음식점,인천광역시 중구 은하수로29번길 36(201호 중산동)
인천광역시 미추홀구,씨엘27 치킨리스트27주안점,일반음식점,인천광역시 미추홀구 남주길147번길 3(106호 주안동)
인천광역시 남동구,씨엠,일반음식점,인천광역시 남동구 소래역로 36(5층 501호일부호 논현동)
인천광역시 미추홀구,씨엠푸드(CM),일반음식점,"인천광역시 미추홀구 동주길135번길 40(1층 101호 일부, 102호 주안동)"
인천광역시 미추홀구,씨엠피치킨,일반음식점,인천광역시 미추홀구 석정로324번길 4(1층 도화동)
인천광역시 중구,씨월드,일반음식점,"인천광역시 중구 용유서로479번길 50-7(을왕동, 외 3필지 씨월드관광호텔 1동 1층)"
인천광역시 계양구,씨이오(CEO),일반음식점,인천광역시 계양구 주부토로 541(계산동)
인천광역시 연수구,씨장 인천이마트점,일반음식점,인천광역시 연수구 경원대로 184(이마트 지상1층 일부호 동춘동)
인천광역시 연수구,씨제이푸드빌(주) 빕스 송도점,일반음식점,"인천광역시 연수구 송도과학로16번길 33-1(송도 트리플스트리트 A동 2층 202b,203호 송도동)"
인천광역시 서구,씨제이프레시웨이(주) 그린테리아 청라더리브티아모점,일반음식점,인천광역시 서구 중봉대로 490(1층 111~114호 청라동)
인천광역시 미추홀구,씨제이프레시웨이(주) 세안뱅크점,일반음식점,인천광역시 미추홀구 주안중로 25(신성쇼핑 101호 주안동)
인천광역시 연수구,씨제이프레시웨이(주) 아이비에스(IBS) 카페테리아,일반음식점,"인천광역시 연수구 센트럴로 263(송도동, 송도국제업무단지C8-2블럭 판매시설동 지상4층)"
인천광역시 서구,씨제이프레시웨이(주) 웰리앤BBQ가든,일반음식점,"인천광역시 서구 청라대로316번길 45(경서동, 외 1필지 인천청라지구 베어즈베스트 골프클럽 클럽하우스 2층)"
인천광역시 중구,씨제이프레시웨이(주) 인천공항 동측지원동점,일반음식점,인천광역시 중구 공항동로465번길 105-12(동측지원동 1층 운서동)
인천광역시 중구,씨제이프레시웨이(주) 인천공항T1 LS서편점,일반음식점,인천광역시 중구 공항로 272(인천국제공항 제1여객터미널 일반동 지하1층 LS 서편 운서동)
인천광역시 중구,씨제이프레시웨이(주) 인천공항사업지원센터점,일반음식점,인천광역시 중구 공항동로296번길 87(사업지원센타 5층 운서동)
인천광역시 중구,씨제이프레시웨이(주) 인천공항탑승동서편점,일반음식점,인천광역시 중구 공항로 272(인천국제공항제1여객터미널 탑승동 2층 운서동)
인천광역시 중구,씨제이프레시웨이(주)공항AS동편점,일반음식점,인천광역시 중구 제2터미널대로 446(인천국제공항 제2여객터미널 면세동 2층 AS동편 운서동)
