인허가관할기관,업소명,업종,업소주소
인천광역시 남동구,조금,일반음식점,인천광역시 남동구 문화로 137(서우빌딩 1층 일부호 구월동)
인천광역시 서구,조림마을,일반음식점,"인천광역시 서구 검단로502번길 18(마전동, 제일프라자 108호)"
인천광역시 서구,조림조림,일반음식점,인천광역시 서구 승학로 564(1층 검암동)
인천광역시 남동구,조림조림,일반음식점,인천광역시 남동구 인주대로 541(1층 구월동)
인천광역시 동구,조림조림,일반음식점,인천광역시 동구 인중로 678(1층 송림동)
인천광역시 계양구,조마루,일반음식점,인천광역시 계양구 주부토로 525(계산동)
인천광역시 서구,조마루 감자탕,일반음식점,인천광역시 서구 가정로 172(보보스타운 103호 석남동)
인천광역시 서구,조마루 감자탕,일반음식점,인천광역시 서구 서곶로301번길 7-1(2층 심곡동)
인천광역시 연수구,조마루 뼈다귀,일반음식점,"인천광역시 연수구 청명로3번길 2(청학동,지상1층)"
인천광역시 남동구,조마루감자탕,일반음식점,"인천광역시 남동구 구월로 359(만수동,1층)"
인천광역시 남동구,조마루감자탕,일반음식점,인천광역시 남동구 석정로 467(1층 간석동)
인천광역시 미추홀구,조마루감자탕 도화지구점,일반음식점,"인천광역시 미추홀구 숙골로 94(청운프라자 202,203호 도화동)"
인천광역시 부평구,조마루감자탕 부평점,일반음식점,"인천광역시 부평구 대정로 66(부평동,외 12필지 다운타운일레븐 102호,103호,104호)"
인천광역시 중구,조마루감자탕 영종하늘도시점,일반음식점,인천광역시 중구 하늘중앙로195번길 15(세영프라자 2층 203호 중산동)
인천광역시 남동구,조마루감자탕(간석점),일반음식점,인천광역시 남동구 백범로 272(2층 전부호 간석동)
인천광역시 서구,조마루감자탕가정점,일반음식점,"인천광역시 서구 가정로 375(204,205호 신현동, 금강아미움)"
인천광역시 부평구,조마루감자탕갈산점,일반음식점,"인천광역시 부평구 평천로 333(갈산동,1층)"
인천광역시 서구,조마루감자탕청라점,일반음식점,"인천광역시 서구 중봉대로586번길 9-4(쓰리엠타워 205,206호 연희동)"
인천광역시 부평구,조마루뼈다귀,일반음식점,"인천광역시 부평구 마장로 334(산곡동,에스코빌딩 109, 110, 111, 112호)"
인천광역시 중구,조만간식당 영종도 직영점,일반음식점,인천광역시 중구 용유서로423번길 29(2층 을왕동)
인천광역시 서구,조명탄 검단아라점,일반음식점,"인천광역시 서구 이음5로 24(쓰리엠타워 113,114호 원당동)"
인천광역시 연수구,조명탄 송도트리플본점,일반음식점,인천광역시 연수구 송도과학로16번길 33-3(송도 트리플스트리트 C동 121a일부호 송도동)
인천광역시 중구,조명탄 영종점,일반음식점,인천광역시 중구 하늘달빛로 90-7(스카이에비뉴1 1층 101호 중산동)
인천광역시 미추홀구,조박사 갈비명가,일반음식점,인천광역시 미추홀구 봉수대로 17(테크노텔 101호 좌측호 도화동)
인천광역시 연수구,조박사 소머리국밥 선학점,일반음식점,인천광역시 연수구 학나래로6번길 24(1층 일부호 선학동)
인천광역시 서구,조박사소머리국밥,일반음식점,인천광역시 서구 담지로104번길 28(1층 청라동)
인천광역시 연수구,조선,일반음식점,"인천광역시 연수구 컨벤시아대로 81(송도동, 3-2 드림시티 115,116)"
인천광역시 부평구,조선 부뚜막,일반음식점,인천광역시 부평구 부흥로 371(부평동)
인천광역시 미추홀구,조선갈비실록 인천점,일반음식점,인천광역시 미추홀구 아암대로 53(세인트재활빌딩 2층 201.202호 용현동)
인천광역시 남동구,조선골뱅이,일반음식점,인천광역시 남동구 문화서로28번길 28(1층 구월동)
인천광역시 남동구,조선국밥,일반음식점,인천광역시 남동구 청능대로289번길 73(1층 일부105호호 고잔동)
인천광역시 부평구,조선만두,일반음식점,"인천광역시 부평구 체육관로 40(삼산동,신영프라자 112호)"
인천광역시 남동구,조선만두 구월점,일반음식점,인천광역시 남동구 호구포로 786(1층 일부호 구월동)
인천광역시 서구,조선부뚜막 서구청역점,일반음식점,인천광역시 서구 탁옥로86번길 2(1층 일부호 심곡동)
인천광역시 중구,조선부뚜막 영종점,일반음식점,인천광역시 중구 신도시남로141번길 14(1층 운서동)
인천광역시 서구,조선부뚜막(청라점),일반음식점,"인천광역시 서구 중봉대로586번길 15(청연프라자 113,114호 청라동[*미고시])"
인천광역시 서구,조선부뚜막검단점,일반음식점,"인천광역시 서구 원당대로 1045(금호헤리티지7 1층 110,111호 원당동)"
인천광역시 미추홀구,조선생 명품족발 본점,일반음식점,인천광역시 미추홀구 낙섬중로32번길 14(1층 103호 용현동)
인천광역시 부평구,조선생이야기,일반음식점,인천광역시 부평구 부흥로 251(2층 부평동)
인천광역시 서구,조선아구찜 검단점,일반음식점,인천광역시 서구 원당대로 841(골든벨프라자 202호 원당동)
인천광역시 서구,조선아구찜 서구점,일반음식점,인천광역시 서구 신석로121번길 38(1층 일부호 석남동)
인천광역시 계양구,조선옥 김용철 착한 칡 냉면,일반음식점,인천광역시 계양구 양지말2길 3(1층 동양동)
인천광역시 서구,조선육회,일반음식점,"인천광역시 서구 봉오재2로 37(202호 가정동, 엘에이치웨스턴블루힐)"
인천광역시 남동구,조선육회,일반음식점,인천광역시 남동구 예술로226번길 17(구월프라움시티 B동 1층 102호 구월동)
인천광역시 부평구,조선육회 부평점,일반음식점,인천광역시 부평구 길주로508번길 23(1층 일부호 청천동)
인천광역시 연수구,조선육회 연수점,일반음식점,인천광역시 연수구 샘말로7번길 7(썬클리닉빌딩 1층 연수동)
인천광역시 강화군,조선전집,일반음식점,인천광역시 강화군 강화읍 동문안길 9-1
인천광역시 서구,조선제일쭈꾸미코다리,일반음식점,"인천광역시 서구 원창로240번길 5(가정동,1층)"
인천광역시 미추홀구,조선탕반 인하대직영점,일반음식점,인천광역시 미추홀구 인하로67번길 6-19(1층 용현동)
인천광역시 서구,조선팔도가마솥닭도리탕,일반음식점,"인천광역시 서구 가정로 387(상가 가동 303호 신현동, 신현이편한세상하늘채)"
인천광역시 미추홀구,조선푸드,일반음식점,인천광역시 미추홀구 주안서로 7(2층 주안동)
인천광역시 계양구,조선화로집 효성점,일반음식점,인천광역시 계양구 새벌로 83(1층 효성동)
인천광역시 서구,조순분 착한오리,일반음식점,"인천광역시 서구 원당대로 675(마전동, 창성프라자 2층)"
인천광역시 옹진군,조쉐프의 쌀국수,일반음식점,인천광역시 옹진군 백령면 백령로 283-1(2층 일부호)
인천광역시 연수구,조스김밥,일반음식점,"인천광역시 연수구 센트럴로 160(판매시설동 1층 178호 송도동, 송도센트럴파크푸르지오)"
인천광역시 남동구,조심,일반음식점,인천광역시 남동구 구월로 121(1층 102호 간석동)
인천광역시 남동구,조아감자탕,일반음식점,"인천광역시 남동구 앵고개로934번길 5(씨티짱 1층 103호, 104호 논현동)"
인천광역시 강화군,조아김밥,일반음식점,인천광역시 강화군 길상면 마니산로 58(101호)
인천광역시 남동구,조아분식,일반음식점,인천광역시 남동구 논현고잔로109번길 84(1층 106호 고잔동)
인천광역시 서구,조아수산,일반음식점,인천광역시 서구 이음3로 149(위너스 프라자 110호 당하동)
인천광역시 강화군,조아카페,일반음식점,인천광역시 강화군 내가면 고천리 1323-6
인천광역시 서구,조아푸드,일반음식점,인천광역시 서구 간촌로 6-1(1층 일부호 연희동)
인천광역시 중구,조앤,일반음식점,인천광역시 중구 연안부두로33번길 16(항동7가)
인천광역시 연수구,조우 곱도리탕,일반음식점,"인천광역시 연수구 하모니로 158(송도타임스페이스 1층 C-116,C117일부호 송도동)"
인천광역시 중구,조우 월미도,일반음식점,인천광역시 중구 월미문화로 95(2층 203호 북성동1가)
인천광역시 연수구,조우마(ZOUMA),일반음식점,"인천광역시 연수구 송도과학로28번길 8(더샵 송도트리플타워 East 107,108호 송도동)"
인천광역시 계양구,조은,일반음식점,인천광역시 계양구 계양대로 177(지하1층 계산동)
인천광역시 중구,조은 냉삼겹살,일반음식점,인천광역시 중구 신포로23번길 48-1(1층 중앙동3가)
인천광역시 동구,조은날,일반음식점,인천광역시 동구 송현로11번길 19(1층 송현동)
인천광역시 부평구,조은냉삼집,일반음식점,"인천광역시 부평구 세월천로 34(청천동,대우프라자 106호)"
인천광역시 서구,조은밥상,일반음식점,"인천광역시 서구 열우물로 227(2동 가좌동, 1층일부)"
인천광역시 남동구,조은밥상 한식뷔페,일반음식점,인천광역시 남동구 성말로13번길 15(메인프라자 2층 205호 구월동)
인천광역시 부평구,조은삼계탕,일반음식점,"인천광역시 부평구 시장로71번길 5(부평동,1층)"
인천광역시 계양구,조은식당,일반음식점,인천광역시 계양구 장제로920번길 8(1층 일부1호 병방동)
인천광역시 중구,조은식당,일반음식점,"인천광역시 중구 연안부두로 13(항동7가, 27-113번지, 1층)"
인천광역시 미추홀구,조은식당,일반음식점,인천광역시 미추홀구 주안중로7번길 9-7(주안동)
인천광역시 중구,조은전골칼국수,일반음식점,인천광역시 중구 운중로 84(1층 운남동)
인천광역시 서구,조은친(김밥친구),일반음식점,"인천광역시 서구 청라커낼로 252(117호 청라동, 청라 롯데캐슬)"
인천광역시 부평구,조은친구,일반음식점,인천광역시 부평구 신촌로 37(십정동)
인천광역시 미추홀구,조은칼국수,일반음식점,인천광역시 미추홀구 미추로19번길 5(숭의동)
인천광역시 서구,조은한식,일반음식점,"인천광역시 서구 원당대로 454-19(1층 103,104,105호 왕길동)"
인천광역시 부평구,조은호프,일반음식점,"인천광역시 부평구 주부토로145번길 10(갈산동, 1층)"
인천광역시 연수구,조이(JOY)김밥,일반음식점,인천광역시 연수구 송도미래로11번길 27(스마트스퀘어 B동 1층 B121호 송도동)
인천광역시 계양구,조이딜리버리,일반음식점,인천광역시 계양구 오조산로 91(새롬2차프라자 1층 106호 일부호 용종동)
인천광역시 서구,조이스토랑,일반음식점,인천광역시 서구 이음대로 388(ABM타워 813-1일부호 원당동)
인천광역시 중구,조이키친,일반음식점,인천광역시 중구 공항동로 136(BMW 드라이빙센터 2층 운서동)
인천광역시 중구,조조카페,일반음식점,인천광역시 중구 하늘중앙로225번길 11(8층 801호일부 중산동)
인천광역시 미추홀구,조조해피밀(JoJo Happy meals),일반음식점,"인천광역시 미추홀구 용정공원로 33(C동 102호 용현동, 인천 SK Sky VIEW)"
인천광역시 서구,족,일반음식점,"인천광역시 서구 도요지로 24(경서동,명성프라자 1층 107호)"
인천광역시 서구,족도리,일반음식점,인천광역시 서구 청마로19번길 21(105호 당하동)
인천광역시 강화군,족도리 강화점,일반음식점,인천광역시 강화군 강화읍 강화대로409번길 10
인천광역시 계양구,족도리계양점,일반음식점,"인천광역시 계양구 장제로875번길 9(임학동,1층)"
